user_id,account_id,max_return_days,average_return_days,customer_since_months,total_revenue,average_revenue,avg_vas_count,avg_used_vas_value,business_type,avg_wallet_bonus,avg_active_ads,avg_new_ads,avg_email_replies,avg_call_replies,avg_sms_replies,target
4212531,496,37,10.2,10,0,0,0,0,0,0,37.3,1.9,6.1,4.6,0.1,0
4214885,496,1,1,16,0,0,4.846153846,107.6923077,0,162.18,22.92307692,0.538461538,5.153846154,6.769230769,0,0
4216566,496,7,1.375,16,0,0,5.846153846,86.92307692,0,300,85.69230769,21.23076923,27.53846154,31.30769231,0,0
4242588,496,5,1.266666667,15,0,0,2.75,76.66666667,5,0,10.5,1,64.5,64.16666667,1.25,0
4250182,496,3,1.142857143,14,0,0,2.692307692,72.30769231,0,300,46.84615385,8.846153846,10.61538462,10.53846154,0.153846154,0
4263149,1005,2,1.1,10,0,0,3.777777778,73.33333333,0,60,74.33333333,17.33333333,19.55555556,24.44444444,0,0
4263523,496,1,1,13,436.95,33.61153846,4.692307692,118.4615385,0,372.83,63.84615385,7.461538462,10,9.153846154,0,0
4272446,496,94,17.66666667,9,0,0,2.125,48.75,0,150,164.125,10.25,16.625,17.375,0,0
4273134,493,15,2.153846154,13,0,0,2.75,56.66666667,0,90,49.66666667,9.833333333,38.5,63.66666667,0.25,0
4276225,262,1,1,13,0,0,2.230769231,65.38461538,0,402.5,70,6.692307692,21,21.84615385,0,0
4280120,496,2,1.214285714,14,0,0,4.307692308,96.92307692,0,710,136.4615385,4.230769231,11.92307692,17.92307692,0,0
4288743,262,40,5,13,0,0,2.727272727,80.90909091,0,190,52.72727273,7,16.45454545,21.45454545,0,0
4297281,262,1,1,14,0,0,4,103.0769231,0,550,82,7.384615385,10,4.923076923,0,0
4301910,202,1,1,14,441.9024,33.99249231,16.61538462,408.4615385,0,290,739.5384615,54.15384615,121.6923077,123.5384615,0.307692308,0
4309758,364,1,1,4,0,0,3,90,0,0,27.25,2,18.5,19.25,0,0
4310265,1005,1,1,15,0,0,2.230769231,48.46153846,1,159,12.07692308,1.307692308,5.769230769,7,0,1
4321673,262,1,1,19,0,0,3.307692308,86.92307692,0,872,179.3846154,26.76923077,32.69230769,35.15384615,0,0
4330032,496,30,3.230769231,13,12789.788,913.5562857,16.92857143,484.2857143,5,851.41,20.5,7,18.42857143,17.42857143,0.071428571,0
4330869,262,1,1,15,0,0,8.230769231,246.9230769,0,293.95,363.3076923,14.38461538,29.07692308,34.84615385,0.076923077,0
4352932,496,1,1,18,885.7072,68.13132308,8.307692308,170.7692308,0,439.12,109.8461538,17.30769231,41.92307692,27.23076923,0.307692308,0
4355280,496,1,1,14,0,0,0.25,5.833333333,0,1330,29.08333333,0.166666667,4.833333333,4.666666667,0,0
4360747,499,1,1,13,0,0,3.230769231,61.53846154,0,600,115.5384615,9.384615385,15.92307692,18.38461538,0,0
4366524,262,1,1,14,609.2032,46.86178462,12.76923077,273.8461538,0,70,38.30769231,4.923076923,10.53846154,10.15384615,0.307692308,0
4376815,499,1,1,11,0,0,3.5,75,0,150,71.3,9.5,15.7,21.4,0,0
4407413,226,1,1,2,0,0,0,0,3,0,25,7,3,2,0,0
4426144,113,29,3,14,585.2032,41.80022857,3.785714286,104.2857143,1,128.21,54.85714286,15.85714286,19.28571429,30.57142857,0.285714286,0
4439229,496,1,1,14,0,0,3.692307692,101.5384615,0,50,148.3846154,17.38461538,29.92307692,20.23076923,0.153846154,0
4450012,1005,1,1,13,39,3,1.769230769,23.84615385,1,0,11.30769231,1.384615385,11.53846154,16.61538462,0.307692308,0
4461233,111,1,1,14,0,0,9.692307692,264.6153846,0,187,334.7692308,32.61538462,39.30769231,54.38461538,0.076923077,0
4461749,111,1,1,18,0,0,3.769230769,111.5384615,0,1580,207.8461538,26.76923077,56.61538462,65.30769231,0,0
4461972,111,151,21.55555556,9,0,0,1.428571429,38.57142857,0,360,45.57142857,5.142857143,21.57142857,16.71428571,0.428571429,0
4462232,262,1,1,13,0,0,4.230769231,84.61538462,0,469,29.30769231,3.461538462,82.69230769,100,0.153846154,0
4462523,262,31,5.666666667,15,0,0,3.210526316,65.78947368,0,1992,152,7.578947368,27.05263158,32.42105263,0.052631579,0
4462813,496,1,1,18,0,0,0.692307692,18.46153846,0,0,16.15384615,0.846153846,22.69230769,30.92307692,0.230769231,0
4463366,496,1,1,15,282.252,21.71169231,4.384615385,122.3076923,0,376.37,76.92307692,12.15384615,38.69230769,46.07692308,0,0
4463525,262,11,1.769230769,13,0,0,6.416666667,118.3333333,0,80,160.4166667,29.66666667,38.41666667,32.33333333,0,0
4477958,111,176,20.44444444,9,0,0,4.571428571,88.57142857,0,270,56.42857143,6.571428571,33.14285714,36.28571429,0,0
4478160,111,86,8.083333333,12,0,0,6.9,131,0,430,127.9,16.4,39.3,51.2,0,0
4525746,1005,38,7.818181818,11,0,0,1.090909091,10.90909091,0,0,31.54545455,6.363636364,23,25.72727273,0.090909091,0
4560698,1005,52,43.57142857,7,0,0,0,0,0,0,82.5,3.666666667,13.5,7.833333333,0,0
4588213,262,31,3,15,0,0,0,0,0,1800,98.35714286,11.42857143,32,34.28571429,0,0
4589478,493,30,3.066666667,15,1739.0226,124.2159,10.78571429,242.8571429,0,119,32.85714286,7.071428571,18.21428571,18.28571429,0,0
4610063,496,1,1,14,156.3008,12.02313846,5.461538462,115.3846154,0,4.5,44.76923077,7.846153846,58.53846154,42.69230769,0.615384615,0
4677314,496,31,7,15,0,0,3.857142857,67.14285714,0,189,40,4.928571429,23.57142857,26.14285714,0,0
4687476,1005,23,7.857142857,7,0,0,1,20,0,0,18.28571429,3.142857143,6.714285714,8.142857143,0,0
4724065,496,4,1.333333333,12,0,0,0.166666667,5,0,0,234.0833333,14.58333333,53.5,43.16666667,0.25,0
4738355,262,2,1.076923077,13,0,0,4.083333333,80.83333333,0,230,79.16666667,4.833333333,57.66666667,49.91666667,0.25,0
4743797,496,49,5.0625,16,355.9003,32.35457273,1.181818182,13.63636364,0,0,9.909090909,1.545454545,5,6.454545455,0,0
4755170,262,1,1,15,0,0,4,93.07692308,0,20,69.84615385,7.153846154,16.53846154,17.46153846,0.230769231,0
4829128,1005,52,23.16666667,12,0,0,0,0,0,300,47.25,4.25,22.875,23.5,0.125,0
4858117,262,1,1,15,0,0,6.384615385,170.7692308,0,9.14,11,2,6.076923077,9.384615385,0.153846154,0
4860554,496,1,1,12,0,0,1.916666667,29.16666667,0,0,64.41666667,8.916666667,14.91666667,11.91666667,0.166666667,0
4872216,262,31,5.714285714,7,0,0,0.5,11.66666667,5,0,46.5,3.166666667,9.666666667,9.833333333,0,0
4888710,262,4,1.466666667,15,0,0,2.307692308,69.23076923,0,270,107.6153846,6.461538462,33.23076923,28.15384615,0.230769231,0
4969155,1005,2,1.285714286,14,0,0,8.083333333,183.3333333,0,240,67.91666667,8.5,17.5,18.41666667,0.083333333,0
5124729,226,59,9.181818182,11,0,0,2,49,0,0,53.1,8.2,17,17.1,0.4,0
5133364,1005,43,8.5,6,0,0,0.166666667,5,0,0,24.5,5,29.66666667,46.83333333,0.166666667,0
5149224,499,1,1,16,0,0,3.230769231,90,0,1450,110,14.46153846,33.84615385,34.92307692,0.076923077,0
5151820,1005,36,4.785714286,14,0,0,2.363636364,57.27272727,0,200,71.09090909,11.36363636,93.72727273,106.9090909,1.181818182,0
5153726,1005,19,9,13,30,2.727272727,0.363636364,4.545454545,1,0,20.81818182,4.636363636,14.90909091,18.72727273,0.454545455,0
5153996,496,4,3.4,5,0,0,0,0,5,0,6.666666667,0,0,0,0,0
5166561,499,9,2.625,8,0,0,0.25,7.5,0,0,38.25,1.125,2.625,1,0,0
5181979,499,1,1,14,0,0,6.384615385,126.1538462,0,1180,156.8461538,8.153846154,14.76923077,30.61538462,0.153846154,1
5184226,262,15,2,14,0,0,5.583333333,101.6666667,0,100,154.6666667,26.16666667,102,119.3333333,0.75,0
5189059,496,1,1,14,800.5028,57.17877143,7.428571429,168.5714286,0,28.77,28,2.5,14.57142857,12.78571429,0.142857143,0
5205174,262,1,1,15,0,0,3.307692308,89.23076923,0,480,77.15384615,3.461538462,28.69230769,18.07692308,0.230769231,0
5210768,1005,1,1,13,0,0,0.538461538,14.61538462,0,3270,156.6153846,1.384615385,8.076923077,5.615384615,0,0
5239731,499,1,1,15,0,0,2.615384615,74.61538462,0,80,61.69230769,3.923076923,71.38461538,87.53846154,1,0
5247296,499,1,1,13,0,0,3.846153846,108.4615385,0,190,53.53846154,5.076923077,13.46153846,21,0.153846154,0
5255927,496,32,12.61538462,13,0,0,6.333333333,66.66666667,0,80,163.4166667,20.25,19.75,15.66666667,0,0
5288357,113,1,1,14,0,0,9.307692308,219.2307692,0,9670,351.6923077,64.30769231,106.7692308,112.8461538,0.923076923,0
5289916,496,1,1,15,0,0,0.846153846,21.53846154,0,3170,48.92307692,7.846153846,41.76923077,56.15384615,0.076923077,0
5301514,1005,1,1,14,0,0,2.076923077,62.30769231,0,1000,111.6153846,3.153846154,13.23076923,11.46153846,0.153846154,0
5326117,1005,12,3.25,12,0,0,0,0,0,100,83.27272727,7.727272727,61.27272727,75.63636364,0,0
5349658,262,1,1,13,0,0,3.923076923,115.3846154,0,318,69.53846154,4.692307692,11.30769231,16.69230769,0.153846154,0
5373801,111,1,1,14,0,0,1.461538462,41.53846154,0,1290,53,6.615384615,21.15384615,15.15384615,0.076923077,0
5374087,111,2,1.153846154,13,0,0,2.769230769,62.30769231,0,65,55.46153846,9.615384615,34.92307692,36.69230769,0,0
5388631,111,1,1,7,0,0,0.2,6,0,540,67.4,21.6,12.2,11,0,0
5390217,1005,4,1.727272727,11,0,0,4.727272727,104.5454545,0,0,16.81818182,1.636363636,8.545454545,5.909090909,0.363636364,0
5391601,111,32,2.777777778,18,355.6524,29.6377,6.333333333,180.8333333,0,655.8,153.6666667,5.583333333,16.41666667,14.5,0.083333333,0
5392921,1005,49,8.142857143,7,0,0,1.285714286,28.57142857,0,0,2.142857143,0.428571429,0.142857143,0,0,0
5399966,262,95,16.375,8,0,0,1.375,32.5,0,0,67,10.625,9.625,6.875,0.25,0
5414415,496,1,1,18,0,0,3.615384615,91.53846154,0,669,163.7692308,17.76923077,19.92307692,20.61538462,0.076923077,0
5439353,499,2,1.071428571,14,0,0,1.583333333,43.33333333,0,370,55.33333333,6.666666667,7.333333333,11,0,0
5441234,496,1,1,13,0,0,8.153846154,213.8461538,0,840,43.23076923,9.692307692,19.23076923,12.07692308,0.076923077,0
5459080,112,1,1,4,0,0,20,257.5,0,0,1424.75,149,1029.5,879.25,6.75,0
5466263,496,33,3.2,15,0,0,3.333333333,85,0,109.07,30.25,6,12.16666667,13.16666667,0,1
5472490,499,1,1,14,103.39,7.953076923,4.846153846,106.9230769,0,110,9.769230769,1.461538462,15.15384615,19.07692308,0.076923077,0
5472642,1005,38,4.416666667,12,0,0,0.166666667,5,0,100,22.41666667,3.833333333,19.41666667,16.5,0.083333333,0
5472796,262,53,15.55555556,9,0,0,1.111111111,30,0,0,605,52.11111111,60.44444444,60.22222222,0.222222222,1
5473772,499,1,1,14,0,0,4.076923077,122.3076923,5,142.49,17.46153846,0.307692308,10.84615385,17.30769231,0,0
5474465,1017,155,32.83333333,6,0,0,0.333333333,3.333333333,0,0,387,21.66666667,27,23.16666667,0,1
5480667,1005,1,1,14,0,0,5.846153846,101.5384615,0,320,18.15384615,4.615384615,20.69230769,16.46153846,0,0
5522435,111,1,1,15,0,0,4.384615385,106.9230769,0,30,47.30769231,3.307692308,16.15384615,13.61538462,0,0
5526685,262,20,2.727272727,11,0,0,3.090909091,72.72727273,0,0,142.7272727,15.81818182,16.54545455,14.36363636,0.090909091,0
5543074,496,1,1,14,0,0,4.230769231,107.6923077,0,0,70.07692308,23.30769231,37.30769231,28.76923077,0.307692308,0
5570022,517,93,10.4,10,0,0,0.9,20,0,0,63,0.8,18.5,18.7,0,0
5586515,262,1,1,13,0,0,0.666666667,19.16666667,0,70,44,3,22.91666667,23.25,0.333333333,0
5592543,112,6,1.692307692,13,543.1,45.25833333,1.416666667,33.33333333,0,234.57,100.1666667,24.41666667,41.66666667,35.91666667,0,0
5607788,493,31,11,18,0,0,11.71428571,295.7142857,0,879.5,33.92857143,5.571428571,35.28571429,37,0.5,0
